tag_name,name
Action,R-Type Dimensions EX
Shoot 'Em Up,R-Type Dimensions EX
Arcade,R-Type Dimensions EX
Casual,The Love Boat - Second Chances
Time Management,The Love Boat - Second Chances
Comedy,The Love Boat - Second Chances
Casual,aMAZE ABC
Indie,aMAZE ABC
Difficult,aMAZE ABC
Action,Hell`s Little Story 2
Indie,Hell`s Little Story 2
Adventure,Hell`s Little Story 2
Indie,Count Logica
Casual,Count Logica
Casual,Kids of Hellas: Back to Olympus
Strategy,Kids of Hellas: Back to Olympus
Indie,Chicken in the Darkness
Adventure,Chicken in the Darkness
Horror,Chicken in the Darkness
Casual,Bitcoin Man Clicker
Indie,Bitcoin Man Clicker
Action,Enemist
Indie,Enemist
Casual,Enemist
Casual,Chromium Man Clicker
Indie,Chromium Man Clicker
Casual,Coal Man Clicker
Indie,Coal Man Clicker
Adventure,Choice of Broadsides: HMS Foraker
Indie,Choice of Broadsides: HMS Foraker
RPG,Choice of Broadsides: HMS Foraker
Action,Cybarian: The Time Travelling Warrior
Indie,Cybarian: The Time Travelling Warrior
Adventure,Cybarian: The Time Travelling Warrior
Early Access,FlyWings 2018 Flight Simulator
Simulation,FlyWings 2018 Flight Simulator
Indie,Pirate Island Rescue
Casual,Pirate Island Rescue
Action,Pirate Island Rescue
Strategy,Lost Frontier
Indie,Lost Frontier
Early Access,Aesthetic World
Adventure,Aesthetic World
Action,Aesthetic World
Adventure,Nuclear Powered Toaster
Indie,Nuclear Powered Toaster
RPG,Nuclear Powered Toaster
Adventure,The Twelve Trials
RPG,The Twelve Trials
Indie,The Twelve Trials
Early Access,Road to Eden
Action,Road to Eden
Simulation,Road to Eden
Early Access,Be hate Free: Interactive
Casual,Be hate Free: Interactive
Indie,Be hate Free: Interactive
Casual,Hop Step Sing! Nozokanaide Naked Heart (HQ Edition)
Anime,Hop Step Sing! Nozokanaide Naked Heart (HQ Edition)
VR,Hop Step Sing! Nozokanaide Naked Heart (HQ Edition)
Early Access,Tank Royale
Action,Tank Royale
Casual,Tank Royale
Indie,CrazyDriving
Racing,CrazyDriving
Action,Raptor: Cretaceous Island
Adventure,Raptor: Cretaceous Island
Indie,Raptor: Cretaceous Island
Action,Tiska Buska
Adventure,Tiska Buska
Indie,Tiska Buska
Nudity,Strip Breaker : Hentai Girls
Indie,Strip Breaker : Hentai Girls
Casual,Strip Breaker : Hentai Girls
Nudity,Chroma : Sexy Hentai Girls
Indie,Chroma : Sexy Hentai Girls
Casual,Chroma : Sexy Hentai Girls
Nudity,Kamasutra Connect : Sexy Hentai Girls
Indie,Kamasutra Connect : Sexy Hentai Girls
Casual,Kamasutra Connect : Sexy Hentai Girls
Adventure,RHEM II SE: The Cave
Point & Click,RHEM II SE: The Cave
Singleplayer,RHEM II SE: The Cave
Strategy,Defending Camelot
Indie,Defending Camelot
Casual,Defending Camelot
Casual,Christmas Mahjong 2
Casual,Sakura Day 2 Mahjong
Casual,Mahjong Magic Journey 2
Casual,Christmas Mahjong
Casual,Money Master
Simulation,Money Master
Board Game,Money Master
Casual,Mahjong Valentine's Day
Early Access,Glassteroids
Action,Glassteroids
Indie,Glassteroids
Indie,Can You find it?
Casual,Can You find it?
Puzzle,Can You find it?
Action,Dark Nebula VR
Indie,Dark Nebula VR
VR,Dark Nebula VR
Early Access,Farragnarok
Casual,Farragnarok
Simulation,Farragnarok
Action,Orion Sandbox Enhanced
Adventure,Orion Sandbox Enhanced
Indie,Orion Sandbox Enhanced
Action,Alien Invaders
Casual,Alien Invaders
Indie,Alien Invaders
Sexual Content,Bikini Heaven
Casual,Bikini Heaven
Indie,Bikini Heaven
Indie,Greeng 2D Dungeon
Casual,Greeng 2D Dungeon
Adventure,Greeng 2D Dungeon
Casual,Infinite road
Indie,Infinite road
Strategy,Infinite road
Action,Diamond Caves
Indie,Diamond Caves
Casual,Diamond Caves
Early Access,Game Builder
Free to Play,Game Builder
Indie,Game Builder
Early Access,Riftwalker
Strategy,Riftwalker
Indie,Riftwalker
Utilities,Wallpaper Builder
Video Production,Wallpaper Builder
Animation & Modeling,Wallpaper Builder
Early Access,Sufoco
Indie,Sufoco
Casual,Sufoco
Action,Desolate Sands
Adventure,Desolate Sands
Indie,Desolate Sands
Casual,Puzzle Plunder
Puzzle,Puzzle Plunder
Match 3,Puzzle Plunder
Indie,Oops!!! I Slept With Your Mom
Casual,Oops!!! I Slept With Your Mom
Arcade,Oops!!! I Slept With Your Mom
Indie,Engram
Casual,Engram
Strategy,Be the King
Indie,Be the King
Casual,Be the King
Action,Core Rescue
Indie,Core Rescue
Indie,Mushroom rain
Casual,Mushroom rain
Music,Mushroom rain
Early Access,You Are Here
Indie,You Are Here
Simulation,You Are Here
Action,Rimi Action RPG
Adventure,Rimi Action RPG
RPG,Rimi Action RPG
Adventure,Code Brown
Indie,Code Brown
Simulation,Code Brown
Action,Parkour Polygon
Indie,Parkour Polygon
Casual,Parkour Polygon
Action,Arcane Trials
RPG,Arcane Trials
VR,Arcane Trials
Early Access,Blood Card
Card Game,Blood Card
Strategy,Blood Card
Indie,The Party of Demons
Bullet Hell,The Party of Demons
Casual,SYMMETRIC
Indie,Torii Path
Casual,Angry Ball VR
Strategy,Angry Ball VR
Action,Angry Ball VR
Casual,BreakHack
Indie,BreakHack
Rogue-like,BreakHack
Early Access,Echo of Combats
Free to Play,Echo of Combats
Strategy,Echo of Combats
Casual,Slither Link
Indie,Slither Link
Minimalist,Slither Link
Indie,Pixel Maze
Casual,Pixel Maze
RPG,Epic Game Theory
RPGMaker,Epic Game Theory
Casual,Rento Fortune VR
Strategy,Rento Fortune VR
Indie,Rento Fortune VR
Action,Loathing Heart
Indie,Loathing Heart
Casual,Loathing Heart
Action,Rebound VR
Indie,Rebound VR
Sports,Rebound VR
Early Access,Tabletop Basketball VR
Indie,Tabletop Basketball VR
Simulation,Tabletop Basketball VR
Early Access,Beat
Action,Beat
Free to Play,Beat
Action,Pixel Royale
Casual,Pixel Royale
Simulation,Pixel Royale
Early Access,Multibombers
Free to Play,Multibombers
Indie,Multibombers
Casual,Land of Puzzles: Battles
Puzzle,Land of Puzzles: Battles
Indie,Land of Puzzles: Battles
Indie,Land of an Endless Journey
Adventure,Land of an Endless Journey
Puzzle,Land of an Endless Journey
Action,Unknown's Survival : Player Battlegrounds
Indie,Unknown's Survival : Player Battlegrounds
Violent,Unknown's Survival : Player Battlegrounds
Early Access,The Twiggles VR
Casual,The Twiggles VR
Indie,The Twiggles VR
Action,Kai Entity
Indie,Kai Entity
Adventure,Kai Entity
Indie,Viki Spotter: Zoo
Casual,Viki Spotter: Zoo
Early Access,Braveland Heroes
Free to Play,Braveland Heroes
Strategy,Braveland Heroes
Indie,Himno
Casual,Himno
Free to Play,Himno
Free to Play,Shooting Hurts
Action,Shooting Hurts
Indie,Shooting Hurts
Early Access,To Catch a Monkey
Indie,To Catch a Monkey
Action,Space Pirate Amai
Indie,Space Pirate Amai
Shoot 'Em Up,Space Pirate Amai
Adventure,The Haunted Graveyard
Casual,The Haunted Graveyard
VR,The Haunted Graveyard
Indie,TAL: Arctic 3
Casual,TAL: Arctic 3
Adventure,TAL: Arctic 3
Action,WWTF
Indie,WWTF
Nudity,Late at night
Sexual Content,Late at night
Indie,Late at night
Indie,ERTX 2080TI Mining clicker
Casual,ERTX 2080TI Mining clicker
Simulation,ERTX 2080TI Mining clicker
Free to Play,Pushing Through...
Indie,Pushing Through...
Adventure,Pushing Through...
Indie,rOt 2
Casual,rOt 2
Puzzle,rOt 2
Indie,July the Lost Child
Gore,July the Lost Child
Violent,July the Lost Child
Indie,Mochi Mochi Boy
Puzzle,Mochi Mochi Boy
Arcade,Mochi Mochi Boy
Action,Taco Truck Madness
Indie,Taco Truck Madness
Casual,Taco Truck Madness
Nudity,Hentball
Sexual Content,Hentball
Casual,Hentball
Indie,Alchemia
Puzzle,Alchemia
Casual,Intelligence: Dogs
Indie,Intelligence: Dogs
Puzzle,Intelligence: Dogs
Casual,Russpuppy Kid Games
Adventure,Russpuppy Kid Games
Indie,Russpuppy Kid Games
RPG,Blade of Acrimony
RPGMaker,Blade of Acrimony
Psychological Horror,Blade of Acrimony
Indie,GraviSound
Casual,GraviSound
Simulation,GraviSound
Adventure,Damned Daniel
Indie,Damned Daniel
RPG,Damned Daniel
Action,Battle Of Britain
Indie,Battle Of Britain
Casual,Battle Of Britain
Casual,Professor Watts Memory Match: Expressions
Puzzle,Professor Watts Memory Match: Expressions
Singleplayer,Professor Watts Memory Match: Expressions
Racing,Formula XD
Indie,ASCENT: Crash Landing
Adventure,ASCENT: Crash Landing
Action,ASCENT: Crash Landing
Adventure,Letzte Worte VR
Indie,Letzte Worte VR
Sexual Content,Letzte Worte VR
Massively Multiplayer,BattleCry: World At War
Action,BattleCry: World At War
Free to Play,BattleCry: World At War
Adventure,The Great Voyage - Visual Novel
Indie,The Great Voyage - Visual Novel
Casual,The Great Voyage - Visual Novel
Free to Play,The Mark of Robot
Action,The Mark of Robot
Adventure,The Mark of Robot
Simulation,RIFF VR for Arcades
RPG,RIFF VR for Arcades
Music,RIFF VR for Arcades
Indie,O! Nalchik is my favourite place
Casual,O! Nalchik is my favourite place
Simulation,O! Nalchik is my favourite place
Sports,Axis Football 2018
Simulation,Axis Football 2018
Football,Axis Football 2018
Action,Heavy Recoil
Indie,Heavy Recoil
FPS,Heavy Recoil
Casual,Rise up
Adventure,Rise up
Indie,Rise up
Adventure,Lost Cosmonauts ARG
Indie,Lost Cosmonauts ARG
Puzzle,Lost Cosmonauts ARG
Casual,Hentai Weed PuZZles
Indie,Hentai Weed PuZZles
Action,Cold Blooded Cube
Indie,Cold Blooded Cube
Casual,Cold Blooded Cube
Casual,Fire Place
Simulation,Fire Place
Indie,Fire Place
Free to Play,Rumours From Elsewhere Demo
Action,Rumours From Elsewhere Demo
RPG,Rumours From Elsewhere Demo
Indie,Drunkn Bar Fight on Halloween
Violent,Drunkn Bar Fight on Halloween
VR,Drunkn Bar Fight on Halloween
Action,Heart Chain Kitty
Indie,Heart Chain Kitty
Adventure,Heart Chain Kitty
RPG,Shining Orb Prequel
Indie,Shining Orb Prequel
Adventure,Shining Orb Prequel
Free to Play,PixelRPG
RPG,PixelRPG
Strategy,PixelRPG
Free to Play,Tennis Story
Adventure,Tennis Story
Sports,Tennis Story
Free to Play,Idle Space Raider
Casual,Idle Space Raider
Strategy,Idle Space Raider
Strategy,Dawn of China: Rise of Qin
Indie,Dawn of China: Rise of Qin
Singleplayer,Dawn of China: Rise of Qin
Indie,In Memory
VR,In Memory
Story Rich,In Memory
Strategy,Trains of the Orient
Indie,Trains of the Orient
Trains,Trains of the Orient
Early Access,Death Trader: Cold War
Strategy,Death Trader: Cold War
Indie,Death Trader: Cold War
Nudity,Iron Ladies 2048
Indie,Iron Ladies 2048
Sexual Content,Iron Ladies 2048
Indie,Thick Light 2
Action,Thick Light 2
Casual,Thick Light 2
Sexual Content,GIRLS VR UNCENSORED!!!
Nudity,GIRLS VR UNCENSORED!!!
Simulation,GIRLS VR UNCENSORED!!!
Free to Play,Tiny Love
Indie,Tiny Love
Adventure,Tiny Love
Casual,Brainfuck
Strategy,Brainfuck
Indie,Brainfuck
Casual,The Ninja Path
Indie,The Ninja Path
Adventure,The Ninja Path
Indie,MochiMochi
Casual,MochiMochi
Adventure,Monkeys & Dragons
Indie,Monkeys & Dragons
Casual,Monkeys & Dragons
Early Access,Trials of Wilderness
Action,Trials of Wilderness
Adventure,Trials of Wilderness
Strategy,Buy Low Sell High
Indie,Buy Low Sell High
Simulation,Buy Low Sell High
Early Access,Tactics Rogue
Casual,Tactics Rogue
Indie,Tactics Rogue
Indie,ReThink 2
Action,ReThink 2
Casual,ReThink 2
Action,A Top-Down Job: Blood Gain
Indie,A Top-Down Job: Blood Gain
Action,Falling Plus
Indie,Falling Plus
Casual,Falling Plus
Strategy,StoneDefence
Indie,StoneDefence
Early Access,Cubanoids
Adventure,Cubanoids
Indie,Cubanoids
Nudity,Pleasure Puzzle:Sexy Girls
Indie,Pleasure Puzzle:Sexy Girls
Casual,Pleasure Puzzle:Sexy Girls
Action,Duck Hunting Challenge
Casual,Duck Hunting Challenge
Simulation,Duck Hunting Challenge
Action,Mech Rage
Indie,Mech Rage
Adventure,Mech Rage
Casual,Little World Of Creatures
Action,Little World Of Creatures
Indie,Little World Of Creatures
Free to Play,Circuit Slinger
Action,Circuit Slinger
Indie,Circuit Slinger
Free to Play,Cyberdrome
Action,Cyberdrome
Indie,Cyberdrome
Free to Play,La Rana
Indie,La Rana
Casual,La Rana
Casual,Typing game
Indie,Typing game
Strategy,Typing game
Sexual Content,Cute Girls VR
Nudity,Cute Girls VR
Casual,Cute Girls VR
Indie,Energy nodes
Strategy,Energy nodes
Simulation,Energy nodes
Nudity,Sakura MMO
Simulation,Sakura MMO
Anime,Sakura MMO
Early Access,The Desert's Rose
Action,The Desert's Rose
Adventure,The Desert's Rose
Early Access,GonzoVR
Free to Play,GonzoVR
Indie,GonzoVR
Casual,Puzzle Monarch: Mummy
Indie,Puzzle Monarch: Mummy
Puzzle,Puzzle Monarch: Mummy
Casual,Puzzle Monarch: Forests
Indie,Puzzle Monarch: Forests
Strategy,Puzzle Monarch: Forests
Casual,Great Hero's Beard
Adventure,Great Hero's Beard
Indie,Great Hero's Beard
Casual,Cat Fu Mi
Indie,Cat Fu Mi
Casual,Viki Spotter: Professions
Indie,Viki Spotter: Professions
Action,Forest Plague
Simulation,Forest Plague
Indie,Forest Plague
Simulation,Girl Rugby Dash
Sports,Girl Rugby Dash
Action,Girl Rugby Dash
Nudity,Keyhole Spy: Hot Nurses
Casual,Keyhole Spy: Hot Nurses
Sexual Content,Keyhole Spy: Hot Nurses
Indie,M-Plan
Sexual Content,Hentai Strip Shot
Nudity,Hentai Strip Shot
Casual,Hentai Strip Shot
Adventure,True Fear: Forsaken Souls Part 2
Casual,True Fear: Forsaken Souls Part 2
Horror,True Fear: Forsaken Souls Part 2
Action,Pixel Robot Hunter
Adventure,Pixel Robot Hunter
Indie,Pixel Robot Hunter
Indie,Park the car
Casual,Park the car
Simulation,Park the car
Nudity,Love Hentai: Sexy Body
Casual,Love Hentai: Sexy Body
Indie,Love Hentai: Sexy Body
Indie,Cinderella VR
Casual,Cinderella VR
Simulation,Cinderella VR
Gore,Hard Rock Zombie Truck Plastiline
Violent,Hard Rock Zombie Truck Plastiline
Action,Hard Rock Zombie Truck Plastiline
Strategy,Antiquitas
Simulation,Antiquitas
City Builder,Antiquitas
Indie,Angry Troll Simulator 2018
Simulation,Angry Troll Simulator 2018
Free to Play,Fantasy Battles
Strategy,Fantasy Battles
Simulation,Fantasy Battles
Indie,The young mathematician: Easy difficulty
Casual,The young mathematician: Easy difficulty
Music,The young mathematician: Easy difficulty
Casual,Glass Masquerade 2: Illusions
Indie,Glass Masquerade 2: Illusions
Puzzle,Glass Masquerade 2: Illusions
Action,Brrrainz: Feed your Hunger
Strategy,Brrrainz: Feed your Hunger
Indie,Brrrainz: Feed your Hunger
Free to Play,Fallstreak
Visual Novel,Fallstreak
Indie,Fallstreak
Action,Reignfall
Strategy,Reignfall
Gore,Reignfall
Indie,Croquet Pro 2
Sports,Croquet Pro 2
Indie,Zuma Legend VR
Casual,Zuma Legend VR
Strategy,Zuma Legend VR
Adventure,A Mars Adventure: Redturtle
Simulation,A Mars Adventure: Redturtle
VR,A Mars Adventure: Redturtle
Indie,Feed the Pets
Casual,Feed the Pets
Indie,Find Differences
Casual,Find Differences
Relaxing,Find Differences
Strategy,Master of Mutations
Puzzle,Master of Mutations
Singleplayer,Master of Mutations
Adventure,Apartment 327
Indie,Apartment 327
Action,Apartment 327
Indie,DoodleVR
Casual,DoodleVR
Strategy,DoodleVR
Indie,The Prometheus Secret Noohra
Card Game,The Prometheus Secret Noohra
Physics,The Prometheus Secret Noohra
Indie,2nd Circle - Powerful Magic
Action,2nd Circle - Powerful Magic
Adventure,2nd Circle - Powerful Magic
Action,Shoot'n'Scroll 3D
Indie,Shoot'n'Scroll 3D
Indie,Of Gods and Men: The Daybreak Empire
Strategy,Of Gods and Men: The Daybreak Empire
RPG,Of Gods and Men: The Daybreak Empire
Early Access,Trailer park mechanic
Simulation,Trailer park mechanic
Adventure,Trailer park mechanic
Adventure,Garden Variety Body Horror - Rare Import
Indie,Garden Variety Body Horror - Rare Import
Gore,Garden Variety Body Horror - Rare Import
Adventure,Space Pilgrim Academy: Year 3
Indie,Space Pilgrim Academy: Year 3
RPGMaker,Space Pilgrim Academy: Year 3
Indie,Ms. Squeaker's Home for the Sick
Casual,Ms. Squeaker's Home for the Sick
Early Access,Wrench
Simulation,Wrench
Racing,Wrench
Violent,Orogenesis
Adventure,Orogenesis
RPG,Orogenesis
Free to Play,Warplanes: WW2 Dogfight
Indie,Warplanes: WW2 Dogfight
Action,Warplanes: WW2 Dogfight
Strategy,Professor Watts Memory Match: Cats
Indie,Professor Watts Memory Match: Cats
Casual,Professor Watts Memory Match: Cats
Casual,Professor Watts Memory Match: Puppies
Indie,Professor Watts Memory Match: Puppies
Strategy,Professor Watts Memory Match: Puppies
Action,J-Girl
Indie,J-Girl
Early Access,Source :beginning
RPG,Source :beginning
Indie,Source :beginning
Strategy,Oil Baron
Indie,Oil Baron
Simulation,Oil Baron
Casual,BR Logic Pack
Indie,BR Logic Pack
Action,BR Logic Pack
Action,Gaygarin In deep as's'pace
Indie,Gaygarin In deep as's'pace
Casual,Gaygarin In deep as's'pace
Indie,JackQuest: The Tale of The Sword
Casual,JackQuest: The Tale of The Sword
Adventure,JackQuest: The Tale of The Sword
Action,Slingshot Explorer: The Twelve Towers
Indie,Slingshot Explorer: The Twelve Towers
Adventure,Slingshot Explorer: The Twelve Towers
Action,Impixable
Indie,Impixable
Indie,Jay Walker
Casual,Jay Walker
Early Access,Food Drive: Race against Hunger
Free to Play,Food Drive: Race against Hunger
Indie,Food Drive: Race against Hunger
RPG,Pantheon
Retro,Pantheon
Action-Adventure,Pantheon
Indie,"Ah, Love!"
Casual,"Ah, Love!"
Puzzle,"Ah, Love!"
Adventure,Neighbor
Casual,Neighbor
Visual Novel,Neighbor
Early Access,Dungeon Crowley
Indie,Dungeon Crowley
RPG,Dungeon Crowley
Action,Quixzel Rush Halloween Party
Indie,Quixzel Rush Halloween Party
Casual,Quixzel Rush Halloween Party
Indie,Quixzel Rush Pumpkin Bash
Action,Quixzel Rush Pumpkin Bash
Casual,Quixzel Rush Pumpkin Bash
Indie,Zack Y
Casual,Zack Y
Action,Zack Y
Indie,Fitzzle Cute Kittens
Casual,Fitzzle Cute Kittens
Strategy,Fitzzle Cute Kittens
Nudity,Lady's Hentai Mosaic
Sexual Content,Lady's Hentai Mosaic
Indie,Lady's Hentai Mosaic
Early Access,Anime Babes: Solitaire
Nudity,Anime Babes: Solitaire
Sexual Content,Anime Babes: Solitaire
Indie,Shadow Play
Casual,Shadow Play
Puzzle,Shadow Play
Casual,Hidden Paws Mystery
Cats,Hidden Paws Mystery
Indie,Hidden Paws Mystery
Action,Pixel Shield
Indie,Pixel Shield
Strategy,Pixel Shield
Violent,Sea Dogs: City of Abandoned Ships
Gore,Sea Dogs: City of Abandoned Ships
Action,Sea Dogs: City of Abandoned Ships
Adventure,Not in Heaven
Indie,Not in Heaven
Casual,Not in Heaven
Indie,Running Girl
Action,Running Girl
Runner,Running Girl
Free to Play,Jellyfish Season
Indie,Jellyfish Season
Casual,Jellyfish Season
Casual,Land of Puzzles: Elven Princess
Puzzle,Land of Puzzles: Elven Princess
Strategy,Land of Puzzles: Elven Princess
Casual,LOGistICAL 2: Belgium
Strategy,LOGistICAL 2: Belgium
Indie,LOGistICAL 2: Belgium
RPG,Sacred Earth - Promise
Visual Novel,Sacred Earth - Promise
Indie,Sacred Earth - Promise
Indie,Colette's Sugar Madness
Platformer,Colette's Sugar Madness
2D,Colette's Sugar Madness
Casual,TAPSONIC BOLD
Rhythm,TAPSONIC BOLD
Action,TAPSONIC BOLD
RPG,Cthulhu Mythos RPG -The Sleeping Girl of the Miasma Sea-
Indie,Cthulhu Mythos RPG -The Sleeping Girl of the Miasma Sea-
Horror,Cthulhu Mythos RPG -The Sleeping Girl of the Miasma Sea-
Nudity,Hentai: The Shell Game
Sexual Content,Hentai: The Shell Game
Casual,Hentai: The Shell Game
Adventure,To Burn in Memory (Anniversary Edition)
Interactive Fiction,To Burn in Memory (Anniversary Edition)
Indie,To Burn in Memory (Anniversary Edition)
Nudity,LoveKami -Healing Harem-
Sexual Content,LoveKami -Healing Harem-
Simulation,LoveKami -Healing Harem-
Indie,ROLL!
Casual,ROLL!
Action,ROLL!
Adventure,CuberPunk 2089
Indie,CuberPunk 2089
Casual,CuberPunk 2089
Early Access,Divine Business: Fantasy Trading Simulator
Simulation,Divine Business: Fantasy Trading Simulator
Economy,Divine Business: Fantasy Trading Simulator
Action,The last soldier
Indie,The last soldier
Casual,The last soldier
Casual,My Riding Stables: Your Horse breeding
Simulation,My Riding Stables: Your Horse breeding
Horses,My Riding Stables: Your Horse breeding
Casual,The Savior's Gang
Adventure,The Savior's Gang
Violent,The Savior's Gang
Indie,Poly and the Marble Maze
Casual,Poly and the Marble Maze
Platformer,Poly and the Marble Maze
Casual,21
Indie,21
Strategy,21
Indie,Drift Stunt Racing 2019
Simulation,Drift Stunt Racing 2019
Racing,Drift Stunt Racing 2019
Indie,Jewel Tree
Casual,Jewel Tree
Violent,STALINGRAD ABATIS
Indie,STALINGRAD ABATIS
Adventure,STALINGRAD ABATIS
Adventure,MUSEUM VOLUME I
Indie,MUSEUM VOLUME I
Puzzle,MUSEUM VOLUME I
Strategy,Puzzle Monarch: Egypt
Indie,Puzzle Monarch: Egypt
Casual,Puzzle Monarch: Egypt
Indie,Puzzle Monarch: Nile River
